,age,case,MAPE,RMSE,MSE,MeanAE,MedianAE,R2_Score,MSLE
0,0-9,Exposed,400.49653613330383,214.22653034802337,45893.006304952585,167.13217640737378,118.86143181,-1.747764768852015,13.756750845826963
1,0-9,Symptomatic,100.0,123.94859772028589,15363.25487682526,89.27717595444446,56.355585989999994,-1.0781260461353463,16.018277215367448
2,0-9,Asymptomatic,1262.5593179178709,527.5237577016464,278281.31493966543,303.7672816736363,72.36593227,-83.7060726575777,8.987703874514132
3,0-9,Recovered,153.85141819889873,1267.5308141579528,1606634.3648399229,996.4802200449495,1015.7316283799996,-0.0551636634421786,0.8393378433946633
4,0-9,Critical,100.0,0.2528374353146633,0.06392676869649655,0.19761089717777777,0.25558225,-1.5697445209118897,0.047392244444784286
5,0-9,Deaths,100.0,1.7237417990479027,2.9712857897849,1.158501814086122,0.46803669000000003,-0.823815340301759,0.7015888857925998
6,10-19,Exposed,181.28619747370317,163.38314273414386,26694.051329685626,122.54207833959595,74.02294137,-0.6422702741648858,11.533130355620397
7,10-19,Symptomatic,142.3970457872598,134.11488479722087,17986.802324171826,102.24944910575756,70.89106419999999,-0.5983696153573723,8.84499510835191
8,10-19,Asymptomatic,413.84312629497293,179.6240424160347,32264.796613877435,105.4914359452525,29.1116807,-24.81353396390125,5.297890548228725
9,10-19,Recovered,65.00420739700505,652.699080633198,426016.0898594219,492.3020232837374,412.41943372000014,0.6971360729689673,0.30945212078689305
10,10-19,Critical,100.0,0.2794007627543965,0.07806478622773858,0.22713813849000003,0.2835481,-1.9488396512988522,0.05693293534907566
11,10-19,Deaths,100.0,2.445728269464276,5.981586768056722,1.7008866544891779,0.92318908,-0.936684012562087,1.0645763559841832
12,20-29,Exposed,220.11234299536042,258.1134649350933,66622.56078079964,195.74871302979795,120.65793707,-0.9020397010180727,13.90219561212267
13,20-29,Symptomatic,295.34102284021293,312.4949429406648,97653.08936348937,215.17769171909094,111.28598266,-4.692762752423878,10.390356775489684
14,20-29,Asymptomatic,144.86064205817271,98.31472072260446,9665.784310763713,75.36980883414142,51.22600582,-0.6338733392196931,6.909561197579349
15,20-29,Recovered,80.84539327502901,1136.5062808159605,1291646.526334127,866.1148407306063,762.8765430499998,0.5806099871157584,0.41777711536650974
16,20-29,Critical,100.0,0.43291444691461073,0.18741491834738333,0.35049280118111115,0.46491940000000004,-1.9025204666332658,0.11860962712959533
17,20-29,Deaths,100.0,3.620706577077564,13.109516117292731,2.4933713541185556,1.2410759900000001,-0.9019654139625142,1.552193809425437
18,30-39,Exposed,227.31189873357346,171.21580427983386,29314.851635190375,129.92610006060607,79.14703566,-0.9698474447029679,11.95297780463682
19,30-39,Symptomatic,328.1563096939943,210.56015552735283,44335.57909570301,141.51260860646468,65.62826660000005,-6.172177651912605,8.71494789353528
20,30-39,Asymptomatic,138.9728366249101,69.80387293399568,4872.580676585415,53.66338477,38.24875186,-0.5033296493450519,6.187829643059109
21,30-39,Recovered,86.06292298863552,793.579456507742,629768.353791123,610.6975417284849,554.8604795699998,0.5180304792088096,0.4295595177765086
22,30-39,Critical,100.0,0.4869980138922664,0.23716706553501207,0.39399640262222224,0.5264685799999999,-1.8946146197689329,0.14323149019099976
23,30-39,Deaths,100.0,4.05255123279018,16.42317149438921,2.787918884267667,1.37451919,-0.8984833440511979,1.7198974711332249
24,40-49,Exposed,267.43348680297066,91.501436020666,8372.512793844035,70.15244741111111,44.74402482,-1.1444353263413767,9.538086161603452
25,40-49,Symptomatic,463.7998251556403,115.43363201619518,13324.923400450361,75.16467715323232,33.56302367,-10.535397231966627,6.787854358990833
26,40-49,Asymptomatic,131.9295854938919,42.004320125014516,1764.3629091646992,32.16775905020202,23.402993900000002,-0.4099456492262612,5.182268459029486
27,40-49,Recovered,101.4627304290654,458.3997798635999,210130.35817899686,355.635236361111,336.7985820900001,0.38837471315796945,0.4761971286435478
28,40-49,Critical,100.0,0.6416093663621261,0.41166257900360886,0.5158299865544445,0.707795,-1.8277023791671652,0.21894065629759393
29,40-49,Deaths,100.0,5.083240510499016,25.839334087578305,3.475222785258889,1.6262268000000002,-0.8775637552602131,2.0834521365922436
30,50-59,Exposed,332.9542064805684,54.790418933488695,3001.9900069071964,42.363389141010096,28.30452944,-1.4286394809082723,7.665975903385519
31,50-59,Symptomatic,677.2622885107918,72.0179503931884,5186.585178835746,45.131878096363636,18.09989152,-19.323319923646856,5.360540373524432
32,50-59,Asymptomatic,147.47879786543461,28.041690364807163,786.3363985157189,21.466037175252527,16.486378430000002,-0.48776866470767355,4.475037782326002
33,50-59,Recovered,130.23172843387457,313.3532388489539,98190.25229712953,246.672488849899,252.1829140100001,0.08328547648086304,0.642309605279619
34,50-59,Critical,100.0,0.8771179927647715,0.7693359732317019,0.6974428992999999,0.9471550000000001,-1.7193724916829147,0.34272383399584533
35,50-59,Deaths,100.0,6.509608508273676,42.375002930989034,4.417301746838223,1.9397846600000004,-0.8534761695152688,2.5309281343174983
36,60-69,Exposed,695.8810480709199,25.793877700963893,665.3241268522825,19.64015603868687,13.286162700000009,-3.4774579278929414,5.185754223317015
37,60-69,Symptomatic,2083.0868652469503,39.39240154210848,1551.7612992547106,22.61583773626263,5.900290900000002,-109.28019313413155,4.021066602280834
38,60-69,Asymptomatic,237.69594366119554,14.134175016004141,199.77490338303565,11.018256956464645,8.70356157,-1.146172548130619,3.1753632936499283
39,60-69,Recovered,299.25293451860375,233.73475941245587,54631.93775759863,188.7018563359596,244.52494025000004,-3.350621640850341,1.4990813920251036
40,60-69,Critical,100.0,0.5204381126099673,0.270855829057025,0.398726578388889,0.44707211999999996,-1.4211021679860796,0.15417898598058902
41,60-69,Deaths,100.0,3.202931417278032,10.258769663786662,2.1342550982196666,0.80215707,-0.7986087955582268,1.330604936014014
42,70+,Exposed,683.2817734092578,7.50963311481709,56.394589519157435,5.761508328535354,3.92275323,-3.1898968070686387,2.3504239277883165
43,70+,Symptomatic,2441.3218951002614,13.286283810166678,176.52533748429715,7.429078724141415,1.1367518900000002,-187.6505014236989,2.1232914194088823
44,70+,Asymptomatic,222.9821391278062,4.196593785424055,17.611399399859796,3.2723474478787877,2.6397184399999998,-0.8757127624830872,1.363197441539449
45,70+,Recovered,259.3757914002554,55.94810561237282,3130.190521613223,45.00731774861617,55.284842409999996,-1.8640591679400385,1.0864751057307394
46,70+,Critical,1581.2337709308738,2.6993390387656873,7.286431246204463,1.6460879826793937,0.3523447,-286.17984362820096,0.8374460117933643
47,70+,Deaths,541.8559763154261,7.334371343997138,53.79300301164639,5.312652548841586,4.27208346,-40.01731233357144,1.2342049525140284
